Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.
8365,2,3,3,0,2,3,3,0
8366,3,5,5,1,3,5,5,1
8367,5,3,2,1,5,3,2,1
8368,3,5,4,0,3,5,4,0
8369,4,2,3,1,4,2,3,1
8370,5,4,1,1,5,4,1,1
8371,2,3,5,1,2,3,5,1
8372,5,1,2,1,5,1,2,1
8373,1,5,4,0,1,5,4,0
8374,3,2,5,1,3,2,5,1
8375,5,4,2,1,5,4,2,1
8376,3,5,5,1,3,5,5,1
8377,5,2,3,0,5,2,3,0
8378,2,5,1,1,2,5,1,1
8379,4,3,5,1,4,3,5,1
8380,3,1,3,1,3,1,3,1
8381,1,5,2,1,1,5,2,1
8382,5,3,2,0,5,3,2,0
8383,2,2,4,1,2,2,4,1
8384,4,2,4,1,4,2,4,1
8385,5,4,3,1,5,4,3,1
8386,2,4,5,1,2,4,5,1
8387,5,3,3,0,5,3,3,0
8388,3,5,1,1,3,5,1,1
8389,1,3,5,1,1,3,5,1
8390,5,1,5,1,5,1,5,1
8391,3,5,2,1,3,5,2,1
8392,2,5,1,1,2,5,1,1
8393,2,2,5,1,2,2,5,1
8394,4,1,2,0,4,1,2,0
8395,4,5,3,1,4,5,3,1
8396,3,2,5,1,3,2,5,1
8397,5,3,3,1,5,3,3,1
8398,3,5,4,1,3,5,4,1
8399,1,3,5,1,1,3,5,1
8400,5,4,2,1,5,4,2,1
8401,5,5,5,1,5,5,5,1
8402,2,2,1,1,2,2,1,1
8403,1,5,3,0,1,5,3,0
8404,5,1,5,1,5,1,5,1
8405,2,3,3,0,2,3,3,0
8406,3,5,5,1,3,5,5,1
8407,5,3,2,1,5,3,2,1
8408,3,5,4,0,3,5,4,0
8409,4,2,3,1,4,2,3,1
8410,5,4,1,1,5,4,1,1
8411,2,3,5,1,2,3,5,1
8412,5,1,2,1,5,1,2,1
8413,1,5,4,0,1,5,4,0
8414,3,2,5,1,3,2,5,1
8415,5,4,2,1,5,4,2,1
8416,3,5,5,1,3,5,5,1
8417,5,2,3,0,5,2,3,0
8418,2,5,1,1,2,5,1,1
8419,4,3,5,1,4,3,5,1
8420,3,1,3,1,3,1,3,1
8421,1,5,2,1,1,5,2,1
8422,5,3,2,0,5,3,2,0
8423,2,2,4,1,2,2,4,1
8424,4,2,4,1,4,2,4,1
8425,5,4,3,1,5,4,3,1
8426,2,4,5,1,2,4,5,1
8427,5,3,3,0,5,3,3,0
8428,3,5,1,1,3,5,1,1
8429,1,3,5,1,1,3,5,1
8430,5,1,5,1,5,1,5,1
8431,3,5,2,1,3,5,2,1
8432,2,5,1,1,2,5,1,1
8433,2,2,5,1,2,2,5,1
8434,4,1,2,0,4,1,2,0
8435,4,5,3,1,4,5,3,1
8436,3,2,5,1,3,2,5,1
8437,5,3,3,1,5,3,3,1
8438,3,5,4,1,3,5,4,1
8439,1,3,5,1,1,3,5,1
8440,5,4,2,1,5,4,2,1
8441,5,5,5,1,5,5,5,1
8442,2,2,1,1,2,2,1,1
8443,1,5,3,0,1,5,3,0
8444,5,1,5,1,5,1,5,1
8445,2,3,3,0,2,3,3,0
8446,3,5,5,1,3,5,5,1
8447,3,3,2,1,,3,2,1
8448,5,5,4,0,5,5,4,0
8449,3,2,3,1,3,2,3,1
8450,4,4,1,1,4,4,1,1
8451,5,3,5,1,5,3,5,1
8452,2,1,2,1,2,1,2,1
8453,5,5,4,0,5,5,4,0
8454,1,2,5,1,1,2,5,1
8455,3,4,2,1,3,4,2,1
8456,5,5,5,1,5,5,5,1
8457,3,2,3,0,3,2,3,0
8458,5,5,1,1,5,5,1,1
8459,2,3,5,1,2,3,5,1
8460,4,1,3,1,4,1,3,1
8461,3,5,2,1,3,5,2,1
8462,1,3,2,0,1,3,2,0
8463,5,2,4,1,5,2,4,1
8464,2,2,4,1,2,2,4,1
8465,4,4,3,1,4,4,3,1
8466,5,4,5,1,5,4,5,1
8467,2,3,3,0,2,3,3,0
8468,5,5,1,1,5,5,1,1
8469,3,3,5,1,3,3,5,1
8470,1,1,5,1,1,1,5,1
8471,5,5,2,1,5,5,2,1
8472,3,5,1,1,3,5,1,1
8473,2,2,5,1,2,2,5,1
8474,2,1,2,1,2,1,2,1
8475,4,5,3,1,4,5,3,1
8476,4,2,3,1,4,2,,1
8477,3,3,3,0,3,3,,0
8478,5,3,3,1,5,,,1
8479,3,3,3,0,3,,,0
8480,1,3,3,1,1,,,1
8481,5,3,4,1,5,3,4,1
8482,3,4,3,0,3,4,3,0
8483,4,5,2,1,4,5,2,1
8484,5,3,4,1,5,3,4,1
8485,2,5,1,1,2,5,1,1
8486,5,2,5,1,5,2,5,1
8487,1,4,3,0,1,4,3,0
8488,3,3,2,1,3,3,2,1
8489,5,1,3,1,5,1,3,1
8490,3,5,3,1,3,5,3,1
8491,5,3,4,0,5,3,4,0
8492,2,2,5,1,2,2,5,1
8493,4,5,3,1,4,5,3,1
8494,3,4,2,1,3,4,2,1
8495,1,5,1,1,1,5,1,1
8496,5,4,5,0,5,4,5,0
8497,2,2,4,1,2,2,4,1
8498,4,5,4,1,4,5,4,1
8499,5,1,5,1,5,1,5,1
8500,2,4,4,1,2,4,4,1
8501,5,5,1,0,5,5,1,0
8502,3,3,3,1,3,3,3,1
8503,1,5,5,1,1,5,5,1
8504,5,4,4,1,5,4,4,1
8505,3,3,2,1,3,3,2,1
8506,2,3,4,1,2,3,4,1
8507,2,2,3,1,2,2,3,1
8508,4,5,4,0,4,5,4,0
8509,4,1,2,1,4,1,2,1
8510,3,4,5,1,3,4,5,1
8511,5,5,4,1,5,5,4,1
8512,3,3,4,1,3,3,4,1
8513,1,2,5,1,1,2,5,1
8514,5,5,1,1,5,5,1,1
8515,5,1,2,1,5,1,2,1
8516,2,3,3,1,2,3,3,1
8517,1,5,4,0,1,5,4,0
8518,5,4,3,1,5,4,3,1
8519,2,2,4,0,2,2,4,0
8520,3,3,2,1,3,3,2,1
8521,5,5,5,1,5,5,5,1
8522,3,3,3,0,3,3,3,0
8523,4,4,4,1,4,4,4,1
8524,5,5,5,1,5,5,5,1
8525,2,2,2,1,2,2,2,1
8526,5,5,5,1,5,5,5,1
8527,1,1,1,0,1,1,1,0
8528,3,3,3,1,3,3,3,1
8529,5,5,5,1,5,5,5,1
8530,3,3,3,1,3,3,3,1
8531,5,5,5,0,5,5,5,0
8532,2,2,2,1,2,2,2,1
8533,4,4,4,1,4,4,4,1
8534,3,3,3,1,3,3,3,1
8535,1,1,1,1,1,1,1,1
8536,5,5,5,0,5,5,5,0
8537,2,2,2,1,2,2,2,1
8538,4,4,4,1,4,4,4,1
8539,5,5,5,1,5,5,5,1
8540,2,2,2,1,2,2,2,1
8541,5,5,5,0,5,5,5,0
8542,3,3,3,1,3,3,3,1
8543,1,1,1,1,1,1,1,1
8544,5,5,5,1,5,5,5,1
8545,3,3,3,1,3,3,3,1
8546,2,2,2,1,2,2,2,1
8547,2,2,2,1,2,2,2,1
8548,4,4,4,0,4,4,4,0
8549,4,4,4,1,4,4,4,1
8550,3,3,3,1,3,3,3,1
8551,5,5,5,1,5,5,5,1
8552,3,3,3,1,3,3,3,1
8553,1,1,1,1,1,1,1,1
8554,5,5,5,1,5,5,5,1
8555,5,5,5,1,5,5,5,1
8556,2,2,2,1,2,2,2,1
8557,1,1,1,0,1,1,1,0
8558,5,5,5,1,5,5,5,1
8559,2,2,2,0,2,2,2,0
8560,3,3,3,1,3,3,3,1
8561,5,5,5,1,5,5,5,1
8562,3,3,3,0,3,3,3,0
8563,4,4,4,1,4,4,4,1
8564,5,5,5,1,5,5,5,1
8565,2,2,2,1,2,2,2,1
8566,5,5,5,1,5,5,5,1
8567,1,1,1,0,1,1,1,0
8568,3,3,3,1,3,3,3,1
8569,5,5,5,1,5,5,5,1
8570,3,3,3,1,3,3,3,1
8571,5,5,5,0,5,5,5,0
8572,2,2,2,1,2,2,2,1
8573,4,4,4,1,4,4,4,1
8574,3,3,3,1,3,3,3,1
8575,1,1,1,1,1,1,1,1
8576,5,5,5,0,5,5,5,0
8577,2,2,2,1,2,2,2,1
8578,4,4,4,1,4,4,4,1
8579,5,5,5,1,5,5,5,1
8580,2,2,2,1,2,2,2,1
8581,5,5,5,0,5,5,5,0
8582,3,3,3,1,3,3,3,1
8583,1,1,1,1,1,1,1,1
8584,5,5,5,1,5,5,5,1
8585,3,3,3,1,3,3,3,1
8586,2,2,2,1,2,2,2,1
8587,2,2,2,1,2,2,2,1
8588,4,4,4,0,4,4,4,0
8589,4,4,4,1,4,4,4,1
8590,3,3,3,1,3,3,3,1
8591,5,5,5,1,5,5,5,1
8592,3,3,3,1,3,3,3,1
8593,1,1,1,1,1,1,1,1
8594,5,5,5,1,5,5,5,1
8595,5,5,5,1,5,5,5,1
8596,2,2,2,1,2,2,2,1
8597,1,1,1,0,1,1,1,0
8598,5,5,5,1,5,5,5,1
8599,2,2,2,0,2,2,2,0
8600,3,3,3,1,3,3,3,1
8601,5,5,5,1,5,5,5,1
8602,3,3,3,0,3,3,3,0
8603,4,4,4,1,4,4,4,1
8604,5,5,5,1,5,5,5,1
8605,2,2,2,1,2,2,2,1
8606,5,5,5,1,5,5,5,1
8607,1,1,1,0,1,1,1,0
8608,3,3,3,1,3,3,3,1
8609,5,5,5,1,5,5,5,1
8610,3,3,3,1,3,3,3,1
8611,5,5,5,0,5,5,5,0
8612,2,2,2,1,2,2,2,1
8613,4,4,4,1,4,4,4,1
8614,3,3,3,1,3,3,3,1
8615,1,1,1,1,1,1,1,1
8616,5,5,5,0,5,5,5,0
8617,2,2,2,1,2,2,2,1
8618,4,4,4,1,4,4,4,1
8619,5,5,5,1,5,5,5,1
8620,2,2,2,1,2,2,2,1
8621,5,5,5,0,5,5,5,0
8622,3,3,3,1,3,3,3,1
8623,1,1,1,1,1,1,1,1
8624,5,5,5,1,5,5,5,1
8625,3,3,3,1,3,3,3,1
8626,2,2,2,1,2,2,2,1
8627,2,2,2,1,2,2,2,1
8628,4,4,4,0,4,4,4,0
8629,4,4,4,1,4,4,4,1
8630,3,3,3,1,3,3,3,1
8631,5,5,5,1,5,5,5,1
8632,3,3,3,1,3,3,3,1
8633,1,1,1,1,1,1,1,1
8634,4,4,4,1,4,4,4,1
8635,3,3,3,1,3,3,3,1
8636,1,1,1,1,1,1,1,1
8637,5,5,5,0,5,5,5,0
8638,2,2,2,1,2,2,2,1
8639,4,4,4,0,4,4,4,0
8640,5,5,5,1,5,5,5,1
8641,2,2,2,1,2,2,2,1
8642,5,5,5,0,5,5,5,0
8643,3,3,3,1,3,3,3,1
8644,1,1,1,1,1,1,1,1
8645,5,5,5,1,5,5,5,1
8646,3,3,3,1,3,3,3,1
8647,2,2,2,0,2,2,2,0
8648,2,2,2,1,2,2,2,1
8649,4,4,4,1,4,4,4,1
8650,4,4,4,1,4,4,4,1
8651,3,3,3,0,3,3,3,0
8652,5,5,5,1,5,5,5,1
8653,3,3,3,1,3,3,3,1
8654,1,1,1,1,1,1,1,1
8655,5,5,5,1,5,5,5,1
8656,5,5,5,0,5,5,5,0
8657,2,2,2,1,2,2,2,1
8658,1,1,1,1,1,1,1,1
8659,5,5,5,1,5,5,5,1
8660,2,2,2,1,2,2,2,1
8661,3,3,3,0,3,3,3,0
8662,5,5,5,1,5,5,5,1
8663,3,3,3,1,3,3,3,1
8664,4,4,4,1,4,4,4,1
8665,5,5,5,1,5,5,5,1
8666,2,2,2,1,2,2,2,1
8667,5,5,5,1,5,5,5,1
8668,1,1,1,0,1,1,1,0
8669,3,3,3,1,3,3,3,1
8670,5,5,5,1,5,5,5,1
8671,3,3,3,1,3,3,3,1
8672,5,5,5,1,5,5,5,1
8673,2,2,2,1,2,2,2,1
8674,4,4,4,1,4,4,4,1
8675,3,3,3,1,3,3,3,1
8676,1,1,1,1,1,1,1,1
8677,5,5,5,0,5,5,5,0
8678,2,2,2,1,2,2,2,1
8679,4,4,4,0,4,4,4,0
8680,5,5,5,1,5,5,5,1
8681,2,2,2,1,2,2,2,1
8682,5,5,5,0,5,5,5,0
8683,3,3,3,1,3,3,3,1
8684,1,1,1,1,1,1,1,1
8685,5,5,5,1,5,5,5,1
8686,3,3,3,1,3,3,3,1
8687,2,2,2,0,2,2,2,0
8688,2,2,2,1,2,2,2,1
8689,4,4,4,1,4,4,4,1
8690,4,4,4,1,4,4,4,1
8691,3,3,3,0,3,3,3,0
8692,5,5,5,1,5,5,5,1
8693,3,3,3,1,3,3,3,1
8694,1,1,1,1,1,1,1,1
8695,5,5,5,1,5,5,5,1
8696,5,5,5,0,5,5,5,0
8697,2,2,2,1,2,2,2,1
8698,1,1,1,1,1,1,1,1
8699,5,5,5,1,5,5,5,1
8700,2,2,2,1,2,2,2,1
8701,3,3,3,0,3,3,3,0
8702,5,5,5,1,5,5,5,1
8703,3,3,3,1,3,3,3,1
8704,4,4,4,1,4,4,4,1
8705,5,5,5,1,5,5,5,1
8706,2,2,2,1,2,2,2,1
8707,5,5,5,1,5,5,5,1
8708,1,1,1,0,1,1,1,0
8709,3,3,3,1,3,3,3,1
8710,5,5,5,1,5,5,5,1
8711,3,3,3,1,3,3,3,1
8712,5,5,5,1,5,5,5,1
8713,2,2,2,1,2,2,2,1
8714,4,4,4,1,4,4,4,1
8715,3,3,3,1,3,3,3,1
8716,1,1,1,1,1,1,1,1
8717,5,5,5,0,5,5,5,0
8718,2,2,2,1,2,2,2,1
8719,4,4,4,0,4,4,4,0
8720,5,5,5,1,5,5,5,1
8721,2,2,2,1,2,2,2,1
8722,5,5,5,0,5,5,5,0
8723,3,3,3,1,3,3,3,1
8724,1,1,1,1,1,1,1,1
8725,5,5,5,1,5,5,5,1
8726,3,3,3,1,3,3,3,1
8727,2,2,2,0,2,2,2,0
8728,2,2,2,1,2,2,2,1
8729,4,4,4,1,4,4,4,1
8730,4,4,4,1,4,4,4,1
8731,3,3,3,0,3,3,3,0
8732,5,5,5,1,5,5,5,1
8733,3,3,3,1,3,3,3,1
8734,1,1,1,1,1,1,1,1
8735,5,5,5,1,5,5,5,1
8736,5,5,5,0,5,5,5,0
8737,2,2,2,1,2,2,2,1
8738,1,1,1,1,1,1,1,1
8739,5,5,5,1,5,5,5,1
8740,2,2,2,1,2,2,2,1
8741,3,3,3,0,3,3,3,0
8742,5,5,5,1,5,5,5,1
8743,3,3,3,1,3,3,3,1
8744,4,4,4,1,4,4,4,1
8745,5,5,5,1,5,5,5,1
8746,2,2,2,1,2,2,2,1
8747,5,5,5,1,5,5,5,1
8748,1,1,1,0,1,1,1,0
8749,3,3,3,1,3,3,3,1
8750,5,5,5,1,5,5,5,1
8751,3,3,3,1,3,3,3,1
8752,5,5,5,1,5,5,5,1
8753,2,2,2,1,2,2,2,1
8754,4,4,4,1,4,4,4,1
8755,3,3,3,1,3,3,3,1
8756,1,1,1,1,1,1,1,1
8757,5,5,5,0,5,5,5,0
8758,2,2,2,1,2,2,2,1
8759,4,4,4,0,4,4,4,0
8760,5,5,5,1,5,5,5,1
8761,2,2,2,1,2,2,2,1
8762,5,5,5,0,5,5,5,0
8763,3,3,3,1,3,3,3,1
8764,1,1,1,1,1,1,1,1
8765,5,5,5,1,5,5,5,1
8766,3,3,3,1,3,3,3,1
8767,2,2,2,0,2,2,2,0
8768,2,2,2,1,2,2,2,1
8769,4,4,4,1,4,4,4,1
8770,4,4,4,1,4,4,4,1
8771,3,3,3,0,3,3,3,0
8772,5,5,5,1,5,5,5,1
8773,3,3,3,1,3,3,3,1
8774,1,1,1,1,1,1,1,1
8775,5,5,5,1,5,5,5,1
8776,5,5,5,0,5,5,5,0
8777,2,2,2,1,2,2,2,1
8778,1,1,1,1,1,1,1,1
8779,5,5,5,1,5,5,5,1
8780,2,2,2,1,2,2,2,1
8781,3,3,3,0,3,3,3,0
8782,5,5,5,1,5,5,5,1
8783,3,3,3,1,3,3,3,1
8784,4,4,4,1,4,4,4,1
8785,5,5,5,1,5,5,5,1
8786,2,2,2,1,2,2,2,1
8787,5,5,5,1,5,5,5,1
8788,1,1,1,0,1,1,1,0
8789,3,3,3,1,3,3,3,1
8790,5,5,5,1,5,5,5,1
8791,3,3,3,1,3,3,3,1
8792,5,5,5,1,5,5,5,1
8793,2,2,2,1,2,2,2,1
8794,4,4,4,1,4,4,4,1
8795,3,3,3,1,3,3,3,1
8796,1,1,1,1,1,1,1,1
8797,5,5,5,0,5,5,5,0
8798,2,2,2,1,2,2,2,1
8799,4,4,4,0,4,4,4,0
8800,5,5,5,1,5,5,5,1
8801,2,2,2,1,2,2,2,1
8802,5,5,5,0,5,5,5,0
8803,3,3,3,1,3,3,3,1
8804,1,1,1,1,1,1,1,1
8805,5,5,5,1,5,5,5,1
8806,3,3,3,1,3,3,3,1
8807,2,2,2,0,2,2,2,0
8808,2,2,2,1,2,2,2,1
8809,4,4,4,1,4,4,4,1
8810,4,4,4,1,4,4,4,1
8811,3,3,3,0,3,3,3,0
8812,5,5,5,1,5,5,5,1
8813,3,3,3,1,3,3,3,1
8814,1,1,1,1,1,1,1,1
8815,5,5,5,1,5,5,5,1
8816,5,5,5,0,5,5,5,0
8817,2,2,2,1,2,2,2,1
8818,1,1,1,1,1,1,1,1
8819,5,5,5,1,5,5,5,1
8820,2,2,2,1,2,2,2,1
8821,3,3,3,0,3,3,3,0
8822,3,5,5,1,,5,5,1
8823,3,3,3,1,,3,3,1
8824,3,4,4,1,,4,4,1
8825,3,5,5,1,,5,5,1
8826,3,2,2,1,,2,2,1
8827,3,5,5,1,,5,5,1
8828,3,1,1,0,,1,1,0
8829,3,3,3,1,,3,3,1
8830,3,5,5,1,,5,5,1
8831,3,3,3,1,,3,3,1
8832,3,5,5,1,,5,5,1
8833,3,2,2,1,,2,2,1
8834,3,4,4,1,,4,4,1
8835,3,3,3,1,,3,3,1
8836,3,1,1,1,,1,1,1
8837,3,5,5,0,,5,5,0
8838,3,2,2,1,,2,2,1
8839,3,4,4,0,,4,4,0
8840,3,5,5,1,,5,5,1
8841,3,2,2,1,,2,2,1
8842,3,5,5,0,,5,5,0
8843,3,3,3,1,,3,3,1
8844,3,1,1,1,,1,1,1
8845,5,5,5,1,5,5,5,1
8846,3,3,3,1,3,3,3,1
8847,4,2,2,0,4,2,2,0
8848,5,2,2,1,5,2,2,1
8849,2,4,4,1,2,4,4,1
8850,5,4,4,1,5,4,4,1
8851,1,3,3,0,1,3,3,0
8852,3,5,5,1,3,5,5,1
8853,5,3,3,1,5,3,3,1
8854,3,1,1,1,3,1,1,1
8855,5,5,5,1,5,5,5,1
8856,2,5,5,0,2,5,5,0
8857,4,2,2,1,4,2,2,1
8858,3,1,1,1,3,1,1,1
8859,1,5,5,1,1,5,5,1
8860,5,2,2,1,5,2,2,1
8861,2,3,3,0,2,3,3,0
8862,4,3,3,1,4,,,1
8863,5,5,5,1,5,5,5,1
8864,2,3,3,1,2,3,3,1
8865,5,4,4,1,5,4,4,1
8866,3,5,5,1,3,5,5,1
8867,1,2,2,1,1,2,2,1
8868,5,5,5,0,5,5,5,0
8869,3,1,1,1,3,1,1,1
8870,2,3,3,0,2,3,3,0
8871,2,5,5,1,2,5,5,1
8872,4,3,3,0,4,3,3,0
8873,4,5,5,1,4,5,5,1
8874,3,2,2,1,3,2,2,1
8875,5,4,4,0,5,4,4,0
8876,3,3,3,1,3,3,3,1
8877,1,1,1,1,1,1,1,1
8878,5,5,5,1,5,5,5,1
8879,5,2,2,1,5,2,2,1
8880,2,4,4,0,2,4,4,0
8881,1,5,5,1,1,5,5,1
8882,5,2,2,1,5,2,2,1
8883,2,5,5,1,2,5,5,1
8884,3,3,3,0,3,3,3,0
8885,5,1,1,1,5,1,1,1
8886,3,5,5,1,3,5,5,1
8887,4,3,3,1,4,3,3,1
8888,5,2,2,1,5,2,2,1
8889,2,2,2,0,2,2,2,0
8890,5,4,4,1,5,4,4,1
8891,1,4,4,1,1,4,4,1
8892,3,3,3,1,3,3,3,1
8893,5,5,5,1,5,5,5,1
8894,3,3,3,0,3,3,3,0
8895,5,1,1,1,5,1,1,1
8896,2,5,5,1,2,5,5,1
8897,4,5,5,1,4,5,5,1
8898,3,2,2,1,3,2,2,1
8899,1,1,1,1,1,1,1,1
8900,5,5,5,1,5,5,5,1
8901,2,2,2,0,2,2,2,0
8902,4,3,3,1,4,3,3,1
8903,5,5,5,1,5,5,5,1
8904,2,3,3,1,2,3,3,1
8905,5,4,4,1,5,4,4,1
8906,3,5,5,1,3,5,5,1
8907,1,2,2,1,1,2,2,1
8908,5,5,5,1,5,5,5,1
8909,3,1,1,1,3,1,1,1
8910,2,3,3,0,2,3,3,0
8911,2,5,5,1,2,5,5,1
8912,4,3,3,0,4,3,3,0
8913,4,5,5,1,4,5,5,1
8914,3,2,2,1,3,2,2,1
8915,5,4,4,0,5,4,4,0
8916,3,3,3,1,3,3,3,1
8917,1,1,1,1,1,1,1,1
8918,5,5,5,1,5,5,5,1
8919,5,2,2,1,5,2,2,1
8920,2,4,4,0,2,4,4,0
8921,1,5,5,1,1,5,5,1
8922,5,2,2,1,5,2,2,1
8923,2,5,5,1,2,5,5,1
8924,3,3,3,0,3,3,3,0
8925,5,1,1,1,5,1,1,1
8926,3,5,5,1,3,5,5,1
8927,4,3,3,1,4,3,3,1
8928,5,2,2,1,5,2,2,1
8929,2,2,2,0,2,2,2,0
8930,5,4,4,1,5,4,4,1
8931,1,4,4,1,1,4,4,1
8932,3,3,3,1,3,3,3,1
8933,5,5,5,1,5,5,5,1
8934,3,3,3,0,3,3,3,0
8935,5,1,1,1,5,1,1,1
8936,2,5,5,1,2,5,5,1
8937,4,5,5,1,4,5,5,1
8938,3,2,2,1,3,2,2,1
8939,1,1,1,1,1,1,1,1
8940,5,5,5,1,5,5,5,1
8941,2,2,2,0,2,2,2,0
8942,4,3,3,1,4,3,3,1
8943,5,5,5,1,5,5,5,1
8944,2,3,3,1,2,3,3,1
8945,5,4,4,1,5,4,4,1
8946,3,5,5,1,3,5,5,1
8947,1,2,2,1,1,2,2,1
8948,5,5,5,1,5,5,5,1
8949,3,1,1,1,3,1,1,1
8950,2,3,3,0,2,3,3,0
8951,2,5,5,1,2,5,5,1
8952,4,3,3,0,4,3,3,0
8953,4,5,5,1,4,5,5,1
8954,3,2,2,1,3,2,2,1
8955,5,4,4,0,5,4,4,0
8956,3,3,3,1,3,3,3,1
8957,1,1,1,1,1,1,1,1
8958,5,5,5,1,5,5,5,1
8959,5,2,2,1,5,2,2,1
8960,2,4,4,0,2,4,4,0
8961,1,5,5,1,1,5,5,1
8962,5,2,2,1,5,2,2,1
8963,2,5,5,1,2,5,5,1
8964,3,3,3,0,3,3,3,0
8965,5,1,1,1,5,1,1,1
8966,3,5,5,1,3,5,5,1
8967,4,3,3,1,4,3,3,1
8968,5,2,2,1,5,2,2,1
8969,2,2,2,0,2,2,2,0
8970,5,4,4,1,5,4,4,1
8971,1,4,4,1,1,4,4,1
8972,3,3,3,1,3,3,3,1
8973,5,5,5,1,5,5,5,1
8974,3,3,3,0,3,3,3,0
8975,5,1,1,1,5,1,1,1
8976,2,5,5,1,2,5,5,1
8977,4,5,5,1,4,5,5,1
8978,3,2,2,1,3,2,2,1
8979,1,1,1,1,1,1,1,1
8980,5,5,5,1,5,5,5,1
8981,2,2,2,0,2,2,2,0
8982,4,3,3,1,4,3,3,1
8983,5,5,5,1,5,5,5,1
8984,2,3,3,1,2,3,3,1
8985,5,4,4,1,5,4,4,1
8986,3,5,5,1,3,5,5,1
8987,1,2,2,1,1,2,2,1
8988,5,5,5,1,5,5,5,1
8989,3,1,1,1,3,1,1,1
8990,2,3,3,0,2,3,3,0
8991,2,5,5,1,2,5,5,1
8992,4,3,3,0,4,3,3,0
8993,4,5,5,1,4,5,5,1
8994,3,2,2,1,3,2,2,1
8995,5,4,4,0,5,4,4,0
8996,3,3,3,1,3,3,3,1
8997,1,1,1,1,1,1,1,1
8998,5,5,5,1,5,5,5,1
8999,5,2,2,1,5,2,2,1
9000,2,4,4,0,2,4,4,0
9001,1,5,5,1,1,5,5,1
9002,5,2,2,1,5,2,2,1
9003,2,5,5,1,2,5,5,1
9004,3,3,3,0,3,3,3,0
9005,3,1,1,1,,1,1,1
9006,5,5,5,1,5,5,5,1
9007,3,3,3,1,3,3,3,1
9008,4,2,2,1,4,2,2,1
9009,5,2,2,0,5,2,2,0
9010,2,4,4,1,2,4,4,1
9011,5,4,4,1,5,4,4,1
9012,1,3,3,1,1,3,3,1
9013,3,5,5,1,3,5,5,1
9014,5,3,3,0,5,3,3,0
9015,3,1,1,1,3,1,1,1
9016,5,5,5,1,5,5,5,1
9017,2,5,5,1,2,5,5,1
9018,4,2,2,1,4,2,2,1
9019,3,1,1,1,3,1,1,1
9020,1,5,5,1,1,5,5,1
9021,5,2,2,0,5,2,2,0
9022,2,3,3,1,2,3,3,1
9023,4,3,3,1,4,,,1
9024,5,3,3,1,5,,,1
9025,2,3,3,1,2,,,1
9026,5,3,3,1,5,,,1
9027,3,3,3,1,3,,,1
9028,1,3,3,1,1,,,1
9029,5,3,3,1,5,,,1
9030,3,3,3,1,3,,,1
9031,2,3,3,1,2,,,1
9032,2,3,3,1,2,,,1
9033,4,3,3,1,4,,,1
9034,4,3,3,1,4,,,1
9035,3,3,5,1,3,,5,1
9036,5,3,3,1,5,,3,1
9037,3,5,4,1,3,5,4,1
9038,1,3,5,1,1,3,5,1
9039,5,4,2,1,5,4,2,1
9040,5,5,5,1,5,5,5,1
9041,2,2,1,1,2,2,1,1
9042,1,5,3,1,1,5,3,1
9043,5,1,5,1,5,1,5,1
9044,2,3,3,1,2,3,3,1
9045,3,5,5,1,3,5,5,1
9046,5,3,2,1,5,3,2,1
9047,3,5,4,1,3,5,4,1
9048,4,2,3,1,4,2,3,1
9049,5,4,1,1,5,4,1,1
9050,2,3,5,1,2,3,5,1
9051,5,1,2,1,5,1,2,1
9052,1,5,4,1,1,5,4,1
9053,3,2,5,1,3,2,5,1
9054,5,4,2,1,5,4,2,1
9055,3,5,5,1,3,5,5,1
9056,5,2,3,1,5,2,3,1
9057,2,5,1,1,2,5,1,1
9058,4,3,5,1,4,3,5,1
9059,3,1,3,1,3,1,3,1
9060,1,5,2,1,1,5,2,1
9061,5,3,2,1,5,3,2,1
9062,2,2,4,1,2,2,4,1
9063,4,2,4,1,4,2,4,1
9064,5,4,3,1,5,4,3,1
9065,2,4,5,1,2,4,5,1
9066,5,3,3,1,5,3,3,1
9067,3,5,1,1,3,5,1,1
9068,1,3,5,1,1,3,5,1
9069,5,1,5,1,5,1,5,1
9070,3,5,2,1,3,5,2,1
9071,2,5,1,1,2,5,1,1
9072,2,2,5,1,2,2,5,1
9073,4,1,2,1,4,1,2,1
9074,4,5,3,1,4,5,3,1
9075,3,2,5,1,3,2,5,1
9076,5,3,3,1,5,3,3,1
9077,3,5,4,1,3,5,4,1
9078,1,3,5,1,1,3,5,1
9079,5,4,2,1,5,4,2,1
9080,5,5,5,1,5,5,5,1
9081,2,2,1,1,2,2,1,1
9082,1,5,3,1,1,5,3,1
9083,5,1,5,1,5,1,5,1
9084,2,3,3,1,2,3,3,1
9085,3,5,5,1,3,5,5,1
